ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,Genere,ISC
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",F,511
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",M,145
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,4,"Business, administration and law",F,169
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,4,"Business, administration and law",M,130
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,300
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,194
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,5
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,13
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,54
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,168
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,16
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,14
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,F,555
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,M,408
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,883
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,433
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,199
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,134
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,2041
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1257
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,1,Education,F,2157
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,1,Education,M,121
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,2,Arts and humanities,F,3281
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,2,Arts and humanities,M,1368
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,3,"Social sciences, journalism and information",F,3027
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,3,"Social sciences, journalism and information",M,1795
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,4,"Business, administration and law",F,625
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,4,"Business, administration and law",M,780
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,5,"Natural sciences, mathematics and statistics",F,1182
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,5,"Natural sciences, mathematics and statistics",M,884
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,6,Information and Communication Technologies (ICTs),F,29
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,6,Information and Communication Technologies (ICTs),M,325
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,7,"Engineering, manufacturing and construction",F,1439
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,7,"Engineering, manufacturing and construction",M,3991
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,333
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,650
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,9,Health and welfare,F,1340
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea,9,Health and welfare,M,616
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,1,Education,F,405
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,1,Education,M,20
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,2,Arts and humanities,F,969
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,2,Arts and humanities,M,346
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",F,1117
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",M,367
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,4,"Business, administration and law",F,138
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,4,"Business, administration and law",M,127
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,364
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,244
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,5
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,17
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,455
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,1069
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,90
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,140
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,F,312
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,M,189
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,1,Education,F,1509
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,1,Education,M,120
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,2,Arts and humanities,F,59
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,2,Arts and humanities,M,6
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,1903
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,939
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,448
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,298
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,2712
2021/2022,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1727
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,3,"Social sciences, journalism and information",F,41
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,3,"Social sciences, journalism and information",M,13
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,9,Health and welfare,F,209
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,9,Health and welfare,M,36
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,2,Arts and humanities,F,28
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,2,Arts and humanities,M,7
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,9,Health and welfare,F,137
2021/2022,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,9,Health and welfare,M,28
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,1,Education,F,187
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,1,Education,M,17
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,2,Arts and humanities,F,123
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,2,Arts and humanities,M,60
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,3,"Social sciences, journalism and information",F,248
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,3,"Social sciences, journalism and information",M,280
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,4,"Business, administration and law",F,2
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,4,"Business, administration and law",M,1
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",F,3
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",M,1
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,7,"Engineering, manufacturing and construction",F,236
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,7,"Engineering, manufacturing and construction",M,548
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,140
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,267
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",F,70
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",M,51
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,89
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,171
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,70
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,96
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,1,Education,F,719
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,1,Education,M,22
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,603
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,274
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,302
2021/2022,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,213
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,3,"Social sciences, journalism and information",F,1088
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,3,"Social sciences, journalism and information",M,297
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,4,"Business, administration and law",F,414
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,4,"Business, administration and law",M,464
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,5,"Natural sciences, mathematics and statistics",F,286
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,5,"Natural sciences, mathematics and statistics",M,95
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,7,"Engineering, manufacturing and construction",F,194
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,7,"Engineering, manufacturing and construction",M,222
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,91
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,68
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,9,Health and welfare,F,1396
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,9,Health and welfare,M,760
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",F,148
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",M,47
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,4,"Business, administration and law",F,88
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,4,"Business, administration and law",M,69
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,77
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,24
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,48
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,33
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,9,Health and welfare,F,202
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,9,Health and welfare,M,112
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,788
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,384
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,6
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,3
2021/2022,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1636
